time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-19T18:30:00+05:30,19163.4,19299,19078,19178.7,NaN,19933.414,19288.641798502023,19387.37499999997,19755.25381089488,19019.496189105063,19326.38358805802,19214.590149995496,129282,39.23278472272734,50,48.276215214069936,39.60907665547974,234.13761685406897
2022-10-19T22:30:00+05:30,19178.7,19250.5,19099.2,19197.4,NaN,19899.19744,19270.39343880162,19356.85999999997,19678.56427041799,19035.15572958195,19310.26063955077,19207.365610177454,111221,40.792201197184504,50,47.36417809491756,40.20063892633212,228.2206442216354
2022-10-20T02:30:00+05:30,19197.4,19209.6,18931.9,18970.2,NaN,19866.3495424,19210.354751041297,19340.119999999974,19703.074578983484,18977.165421016463,19267.753059606923,19037.233333333334,49787,30.199408684812568,50,45.57348462911897,35.20002380557234,231.75488392008984
2022-10-20T06:30:00+05:30,18970.2,19204.7,18924.2,19181.2,1,19810.282569856,19204.523800833038,19340.45999999997,19702.805213306005,18978.114786693935,19256.933927156057,19071.6633441175,54069,45.09538102614162,50,45.28480710968052,40.14770241585698,235.23667792579772
2022-10-20T10:30:00+05:30,19181.2,19196.2,19093.6,19112.2,NaN,19739.39596426752,19186.05904066643,19334.489999999972,19707.587729294948,18961.392270704997,19238.84218626155,19094.67571472537,60776,41.812640842273005,50,44.71634811430669,40.980171629065,225.7626295025266
2022-10-20T14:30:00+05:30,19112.2,19281.3,19106.4,19132.8,NaN,19674.18028712612,19175.407232533144,19329.60999999997,19710.497757226934,18948.72224277301,19225.586912978855,19119.171787872823,74231,43.20135567044756,50,44.29340091395381,42.09076364975628,222.12958453806027
2022-10-20T18:30:00+05:30,19132.8,19340.7,19126.7,19181.4,NaN,19614.18186415603,19176.605786026514,19325.68999999997,19710.9594792034,18940.42052079654,19220.0635488565,19150.309723316335,112766,46.58488660663237,50,44.19836584123821,44.337825128194325,221.5488999281988
2022-10-20T22:30:00+05:30,19181.4,19185.2,18943.8,19028.2,NaN,19558.98331502355,19146.924628821213,19301.15499999997,19696.450770159023,18905.859229840917,19196.080605249437,19129.037405032155,97602,38.460012797856486,50,43.370228450183866,41.39891896302541,222.9668356476133
2022-10-21T02:30:00+05:30,19028.2,19097.2,18976.4,19048,NaN,19508.200649821665,19127.13970305697,19277.99499999997,19675.621601104398,18880.36839889554,19177.570529593257,19040.533333333336,42523,39.9820035810503,50,42.72551891357698,40.69046127203785,215.6692045299266
2022-10-21T06:30:00+05:30,19048,19132.2,19022.4,19048.8,NaN,19461.480597835933,19111.471762445577,19253.98499999997,19646.039028298626,18861.930971701317,19161.4742133941,19054.293715878823,43323,40.04939824106382,50,42.16105701907868,40.36992975655083,208.10711849207465
