time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-08-24T18:30:00+05:30,0.6889,0.69195,0.68792,0.69038,NaN,0.6868460528295206,0.6905469587977303,0.6897474999999984,0.693580122471406,0.6859148775285908,0.6905843815129241,0.6906930776127431,20622,48.78506069958609,50,45.50970132661453,48.66662023629148,0.0033195768753077094
2022-08-24T22:30:00+05:30,0.69038,0.69134,0.69014,0.69076,NaN,0.6870363317729302,0.6905895670381843,0.6897539999999985,0.6935930227933441,0.685914977206653,0.6906063338238086,0.6906991655518615,8577,50.28866340168753,50,46.332483240996275,49.477641818989504,0.0031681785270714427
2022-08-25T02:30:00+05:30,0.69076,0.69269,0.69025,0.69235,NaN,0.6872228051374716,0.6909416536305475,0.6899884999999985,0.6938600644135346,0.6861169355864623,0.6908242920958325,0.6917633333333333,6766,56.324535371214104,50,47.63154674394398,52.901088595101804,0.003116165775137768
2022-08-25T06:30:00+05:30,0.69235,0.69626,0.69182,0.69568,1,0.6874055490347222,0.6918893229044379,0.6903849999999985,0.694838832058816,0.6859311679411809,0.6914312555838534,0.6936116922710491,12827,66.03979678451692,50,49.71139911934507,59.47044268980936,0.0032107253626279275
2022-08-25T10:30:00+05:30,0.69568,0.69914,0.69488,0.69857,NaN,0.6875846380540277,0.6932254583235503,0.6909314999999985,0.6964572407655665,0.6854057592344305,0.6923235986358718,0.6954604110167587,17502,72.09931338779677,50,52.16620118812861,65.78487803880307,0.003285673551011642
2022-08-25T14:30:00+05:30,0.69857,0.6989,0.69586,0.69646,NaN,0.6880468525318666,0.6938723666588402,0.6912574999999984,0.6972595792237883,0.6852554207762085,0.6928406488063878,0.6959407214881561,15731,62.883354375789416,50,53.58347096867212,64.33411620729625,0.0032681254402250914
2022-08-25T18:30:00+05:30,0.69646,0.69828,0.69506,0.69696,NaN,0.6884905784305919,0.6944898933270722,0.6915634999999984,0.698053434591986,0.6850735654080109,0.6933555677055894,0.6961585214300648,18919,64.10646492053874,50,54.9509599794361,64.2202905639175,0.003264687908780442
2022-08-25T22:30:00+05:30,0.69696,0.69818,0.6967,0.69794,NaN,0.6889165552933683,0.6951799146616577,0.6919354999999985,0.6989690950273115,0.6849019049726854,0.6939286217423907,0.6963066844339898,8177,66.53787963572853,50,56.43564574750504,65.37908509982302,0.0031372102010104133
2022-08-26T02:30:00+05:30,0.69794,0.69827,0.6953,0.69546,-1,0.6893254930816335,0.6952359317293262,0.6923224999999984,0.6992364507525417,0.6854085492474551,0.6941200440245918,0.6963433333333334,5235,55.780565565402256,50,56.84843165626837,60.579825332612636,0.0031252666152239493
2022-08-26T06:30:00+05:30,0.69546,0.69707,0.69534,0.69555,NaN,0.6897180733583681,0.6952987453834609,0.6927039999999984,0.6994439922854868,0.68596400771451,0.6942987885215178,0.6961014834173739,11027,56.07052301764271,50,57.23390115525382,58.32517417512767,0.003025604714136525
