time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-25T06:30:00+05:30,0.57106,0.57236,0.56927,0.57116,NaN,0.5665136,0.570264428473936,0.5690384999999982,0.576514847437273,0.5615621525627235,0.5697817546977254,0.5707317550560894,15328,55.13317097655911,50,54.191591214340455,53.78527376467345,0.004201134616318768
2022-10-25T10:30:00+05:30,0.57116,0.57192,0.56912,0.56932,NaN,0.567278384,0.5700755427791488,0.5692024999999983,0.5765513662392545,0.561853633760742,0.5697240353605098,0.5704821574788156,17141,49.19659223033584,50,53.793438409984255,51.49093299750464,0.004101053572296001
2022-10-25T14:30:00+05:30,0.56932,0.57028,0.56726,0.57005,NaN,0.57926,0.570070434223319,0.5694744999999982,0.5765197351985354,0.562429264801461,0.569764780940446,0.5701552062996226,14330,51.5262260077183,50,53.623069833336444,51.50857950261147,0.004023835459989146
2022-10-25T18:30:00+05:30,0.57005,0.57798,0.57002,0.57484,1,0.57902,0.5710243473786553,0.5699129999999982,0.5771452751608814,0.562680724839115,0.5703991833228903,0.5714950092074411,27105,63.78503030038819,50,54.558920813271826,57.646804901499834,0.004304990069989927
2022-10-25T22:30:00+05:30,0.57484,0.57639,0.57448,0.5756,NaN,0.5787848,0.5719394779029242,0.5702704999999982,0.5778754259695639,0.5626655740304326,0.571049285407529,0.5720016985113567,12121,65.3492043992087,50,55.55554668791698,61.49800465035427,0.004133919350704929
2022-10-26T02:30:00+05:30,0.5756,0.57568,0.57255,0.57312,NaN,0.578554304,0.5721755823223393,0.5704194999999983,0.5781244736535742,0.5627145263464224,0.5713081247315879,0.5737833333333332,11027,56.40564946198088,50,55.67407974156939,58.95182705616757,0.004062210825654574
2022-10-26T06:30:00+05:30,0.57312,0.57527,0.57282,0.57472,NaN,0.57832841792,0.5726844658578715,0.5707624999999983,0.5785909529124406,0.562934047087556,0.5717346091401394,0.5740804523405858,17285,60.344703181833026,50,56.15691536015928,59.6482651190003,0.0039470529095363876
2022-10-26T10:30:00+05:30,0.57472,0.5816,0.57408,0.58119,NaN,0.56726,0.5743855726862972,0.5715069999999982,0.5802723479111033,0.5627416520888932,0.572916532997622,0.5764066965890899,25828,71.89667683199293,50,57.69876363547674,65.77247097549662,0.004202263415998072
2022-10-26T14:30:00+05:30,0.58119,0.58177,0.57869,0.57926,NaN,0.5675468,0.5753604581490378,0.5721889999999983,0.5811366966869996,0.5632413033129969,0.5737094663729193,0.5774498307985529,22987,65.49399369983215,50,58.57939490464676,65.63323233766438,0.00412210174342678
2022-10-26T18:30:00+05:30,0.57926,0.58452,0.57872,0.58274,NaN,0.568115728,0.5768363665192302,0.5731024999999982,0.5824337097288048,0.5637712902711915,0.5748382830763044,0.5787416563976938,30641,70.77361477442439,50,59.86588492671935,68.20342355604438,0.004241951618896298
