time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-05T14:30:00+05:30,144.37,144.553,144.317,144.472,NaN,144.72706386338322,144.37243143050293,144.56045,145.16928182404226,143.95161817595775,144.43696388129658,144.22465993320662,26442,50.79423758903994,50,47.23693927268653,46.3268910846502,0.46870475018370567
2022-10-05T18:30:00+05:30,144.472,144.847,144.43,144.745,NaN,143.528,144.44694514440235,144.584,145.18304824510994,143.98495175489006,144.47546839613452,144.32844950507655,31448,58.51914936876622,50,47.9934587795026,52.42302022670821,0.4650115537420125
2022-10-05T22:30:00+05:30,144.745,144.792,144.394,144.685,NaN,143.55437999999998,144.49455611552187,144.59154999999998,145.1916924747473,143.99140752525267,144.5016598466177,144.3514653316267,11512,56.33250695448092,50,48.53459000165724,54.37776359059457,0.4602250141890113
2022-10-06T02:30:00+05:30,144.685,144.685,144.386,144.596,NaN,143.58023239999997,144.5148448924175,144.58565,145.18317565634516,143.98812434365482,144.5134523657905,144.55566666666667,14339,53.026068304827405,50,48.72341647480175,53.70191594771099,0.44870894174693954
2022-10-06T06:30:00+05:30,144.596,144.704,144.499,144.519,NaN,143.60556775199998,144.515675913934,144.5742,145.16760495445254,143.98079504554744,144.5141458200667,144.56579110458821,17685,50.16046428006,50,48.649129254741865,51.93119011388549,0.4313011601935876
2022-10-06T10:30:00+05:30,144.519,144.739,144.483,144.654,NaN,143.63039639695998,144.5433407311472,144.56779999999998,145.1548289941678,143.98077100583217,144.53162759255835,144.5936387083548,28137,54.961213279467145,50,49.04191544054631,53.44620169667632,0.4187796487511885
2022-10-06T14:30:00+05:30,144.654,144.776,144.57,144.74,NaN,143.65472846902077,144.58267258491776,144.55759999999995,145.1248849019995,143.9903150980004,144.55767414348855,144.62349993738013,25009,57.869572729640744,50,49.71285387506605,55.65788721315853,0.4035811024118191
2022-10-06T18:30:00+05:30,144.74,145.08,144.698,144.942,NaN,143.67857389964036,144.6545380679342,144.55249999999995,145.10381098304572,144.00118901695419,144.60571487555248,144.69397884349124,28223,64.01060506309301,50,50.94742585980225,59.83424613812577,0.4020395950966895
2022-10-06T22:30:00+05:30,144.942,145.142,144.888,145.129,NaN,143.73463094365474,144.74943045434736,144.56244999999996,145.14684454996205,143.97805545003786,144.67112551610842,144.73183300462298,13365,68.75393763081185,50,52.61151325083106,64.29409188446881,0.39146533830406816
2022-10-07T02:30:00+05:30,145.129,145.142,144.85,144.946,NaN,143.81907308703546,144.7887443634779,144.58384999999996,145.19106669114765,143.97663330885226,144.70548482659487,144.97933333333333,16018,60.04179979703817,50,53.47256515704167,62.16794584075349,0.38436067128234913
2022-10-07T06:30:00+05:30,144.946,145.069,144.904,145.026,NaN,143.89844870181332,144.8361954907823,144.60684999999995,145.2437422279463,143.9699577720536,144.7455492232705,144.99045467058866,19338,62.38586486078782,50,54.549435740532765,62.276905350770654,0.3686920519050379
2022-10-07T10:30:00+05:30,145.026,145.085,144.72,144.83,-1,143.97306177970452,144.83495639262586,144.61384999999996,145.25728772816086,143.97041227183905,144.75610557036168,144.94776674898847,21737,53.702692686992606,50,54.762856147547694,57.98979901888163,0.36842833391182156
2022-10-07T14:30:00+05:30,144.83,145.356,144.647,145.072,NaN,144.04319807292225,144.88236511410068,144.62724999999995,145.29660995550853,143.95789004449136,144.79559237406647,144.97276737739872,27327,61.20333454726541,50,55.62929706005537,59.59656678307352,0.39275488148954885
2022-10-07T18:30:00+05:30,145.072,145.318,144.948,145.268,NaN,144.14822222708847,144.95949209128054,144.65334999999996,145.37764946156065,143.92905053843927,144.85464332730817,145.02709996864547,30396,66.1937121605541,50,56.907695509344315,62.895139471813806,0.39112953281172425
2022-10-07T22:30:00+05:30,145.268,145.444,145.236,145.382,1,144.24484444892138,145.04399367302443,144.68684999999994,145.47781075126298,143.8958892487369,144.92056291139465,145.05169928881514,9343,68.8181828800466,50,58.37840798312474,65.85666117593021,0.378048851896601
2022-10-10T02:30:00+05:30,145.382,145.672,145.31,145.497,NaN,144.36476000402925,145.13459493841955,144.75009999999992,145.58646568561338,143.91373431438646,144.99261754747033,145.493,11712,71.34294954095455,50,60.01032730124821,68.59980535844238,0.3769025053325577
2022-10-10T06:30:00+05:30,145.497,145.519,145.336,145.45,NaN,144.52162880354575,145.19767595073563,144.81559999999993,145.65576317466488,143.97543682533498,145.04979035403653,145.46020111296605,15243,68.7823061551097,50,61.32367414810045,68.69105575677604,0.3630523263802316
2022-10-10T10:30:00+05:30,145.45,145.571,145.236,145.51,NaN,144.65967334712028,145.2601407605885,144.89849999999996,145.66604009669268,144.13095990330723,145.10731655978196,145.45071345412805,21833,70.31260431153382,50,62.631961056534934,69.50183003415492,0.3610485887816442
2022-10-10T14:30:00+05:30,145.51,145.603,145.424,145.512,NaN,144.78115254546583,145.31051260847082,144.96724999999995,145.69492544279603,144.23957455720387,145.1579019898092,145.46722129826307,17593,70.36707727393778,50,63.784731881221816,69.93445365404635,0.34804511815438405
2022-10-10T18:30:00+05:30,145.512,145.805,145.444,145.774,NaN,144.88805424000992,145.40321008677665,145.03744999999995,145.7915235972254,144.2833764027745,145.23491424108306,145.5086611757145,16604,76.67463415207267,50,65.32410274729473,73.30454390305951,0.34897046685764366
