160,2022-11-10T23:30:00+05:30,142.112,142.202,140.202,140.936,Started(Selling),139.31199999999998,145.814,1,0
164,2022-11-11T15:30:00+05:30,140.035,140.1,138.754,139.262,Target Achieved(Selling),139.31199999999998,143.766,1,1847.9999999999998
165,2022-11-11T19:30:00+05:30,139.262,139.801,138.686,138.777,Started(Selling),136.462,142.135,1,0
246,2022-12-01T07:30:00+05:30,136.78,136.997,136.205,136.406,Target Achieved(Selling),136.462,140.218,1,1847.9999999999998
250,2022-12-01T23:30:00+05:30,135.435,135.536,135.211,135.348,Started(Selling),132.635,138.295,1,0
325,2022-12-20T11:30:00+05:30,132.932,133.705,131.996,132.058,Target Achieved(Selling),132.635,139.38,1,1847.9999999999998
328,2022-12-20T23:30:00+05:30,131.158,131.83,131.13,131.7,Started(Selling),128.35799999999998,134.298,1,0
427,2023-01-13T11:30:00+05:30,129.167,129.172,128.108,128.525,Target Achieved(Selling),128.35799999999998,131.267,1,1847.9999999999998
428,2023-01-13T15:30:00+05:30,128.525,128.835,128.174,128.242,Started(Selling),125.72500000000001,131.267,1,0
444,2023-01-18T07:30:00+05:30,128.565,131.58,128.368,130.817,Stopped at Stop Loss(Selling),125.72500000000001,130.665,1,-1412.399999999991
675,2023-03-13T18:30:00+05:30,132.544,133.414,132.418,133.058,Started(Selling),129.744,135.91,1,0
728,2023-03-24T14:30:00+05:30,130.08,130.256,129.642,130.166,Target Achieved(Selling),129.744,132.624,1,1847.9999999999998
1178,2023-07-07T14:30:00+05:30,142.964,143.381,142.586,143.243,Started(Selling),140.164,145.938,1,0
1190,2023-07-11T14:30:00+05:30,140.554,140.644,140.16,140.482,Target Achieved(Selling),140.164,142.858,1,1847.9999999999998
1191,2023-07-11T18:30:00+05:30,140.482,140.958,140.324,140.334,Started(Selling),137.682,142.858,1,0
1205,2023-07-14T02:30:00+05:30,138.054,138.118,137.644,137.685,Target Achieved(Selling),137.682,140.738,1,1847.9999999999998
1733,2023-11-15T03:30:00+05:30,150.383,150.794,150.294,150.576,Started(Selling),147.583,152.702,1,0
1758,2023-11-21T07:30:00+05:30,148.02,148.096,147.246,147.786,Target Achieved(Selling),147.583,150.494,1,1847.9999999999998
1759,2023-11-21T11:30:00+05:30,147.786,147.834,147.152,147.776,Started(Selling),144.986,150.12,1,0
1831,2023-12-07T11:30:00+05:30,146.544,146.674,144.818,144.862,Target Achieved(Selling),144.986,148.99099999999999,1,1847.9999999999998
1832,2023-12-07T15:30:00+05:30,144.862,145.306,144.546,144.838,Started(Selling),142.06199999999998,148.644,1,0
1833,2023-12-07T19:30:00+05:30,144.838,144.958,141.626,143.278,Target Achieved(Selling),142.06199999999998,148.644,1,1847.9999999999998
1834,2023-12-07T23:30:00+05:30,143.278,144.182,143.043,144.172,Started(Selling),140.47799999999998,146.938,1,0
1917,2023-12-28T19:30:00+05:30,141.123,141.425,140.252,141.22,Target Achieved(Selling),140.47799999999998,143.22299999999998,1,1847.9999999999998
2205,2024-03-06T19:30:00+05:30,149.368,149.645,149.096,149.326,Started(Selling),146.56799999999998,151.74599999999998,1,0
2216,2024-03-08T15:30:00+05:30,147.137,147.5,146.482,146.966,Target Achieved(Selling),146.56799999999998,149.904,1,1847.9999999999998
2217,2024-03-08T19:30:00+05:30,146.966,147.26,146.69,147.028,Started(Selling),144.166,149.237,1,0
2850,2024-08-05T06:30:00+05:30,145.518,145.594,142.198,143.166,Target Achieved(Selling),144.166,148.6,1,1847.9999999999998
2851,2024-08-05T10:30:00+05:30,143.164,143.994,141.688,142.402,Started(Selling),140.36399999999998,147.618,1,0
2853,2024-08-05T18:30:00+05:30,142.254,144.898,142.104,144.186,Stopped at Stop Loss(Selling),140.36399999999998,144.506,1,-885.7200000000086
2987,2024-09-05T02:30:00+05:30,143.688,143.806,143.186,143.72,Started(Selling),140.88799999999998,146.148,1,0
3013,2024-09-11T10:30:00+05:30,141.09,141.7,140.71,141.534,Target Achieved(Selling),140.88799999999998,144.392,1,1847.9999999999998
