time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-04T06:30:00+05:30,1321.78,1335.84,1319.12,1328.64,NaN,1358.559734361025,1318.6174884930658,1323.9544999999941,1361.807418236949,1286.1015817630393,1319.7293452268816,1325.2175658914728,63434,54.119803776884936,50,48.73210891139875,52.173835373361996,31.021365421778082
2022-10-04T10:30:00+05:30,1328.64,1359.8,1324.67,1348.18,NaN,1261.92,1324.5299907944527,1324.6544999999942,1363.7357770908538,1285.5732229091345,1323.2856770735214,1334.1427613666556,112576,61.49212597608085,50,49.79353849112112,56.832980674721426,31.314839320222497
2022-10-04T14:30:00+05:30,1348.18,1355.14,1342.24,1354.3,NaN,1263.8776,1330.4839926355621,1325.2994999999942,1365.8626717084946,1284.7363282914937,1327.162467439331,1338.4217688407587,84479,63.55555604231245,50,51.025028622022155,60.194268358516936,29.999493654492323
2022-10-04T18:30:00+05:30,1354.3,1364.48,1346.12,1347.7,NaN,1265.796048,1333.9271941084496,1326.467499999994,1368.1818423183713,1284.7531576816168,1329.7296590094147,1342.2913758971667,119731,59.67597548070295,50,51.854703046626454,59.93512191960994,29.16810125060002
2022-10-04T22:30:00+05:30,1347.7,1369.94,1338.14,1362.16,NaN,1269.7434060799999,1339.5737552867597,1328.601499999994,1372.9512058733678,1284.2517941266203,1333.783451633238,1345.1303682359664,108476,64.94951456397646,50,53.140496326327536,62.4423182417932,29.3560940184143
2022-10-05T02:30:00+05:30,1362.16,1367.56,1352.36,1354.38,NaN,1275.7552017152,1342.5350042294078,1329.445999999994,1375.0656099945627,1283.8263900054253,1336.3580201790833,1358.1000000000001,52656,60.18528736857021,50,53.92260071446423,61.31380280518171,28.344944445670425
2022-10-05T06:30:00+05:30,1354.38,1359.57,1349.06,1350.96,-1,1281.406289612288,1344.2200033835263,1330.082499999994,1376.5224288872778,1283.6425711127104,1338.1832676566978,1355.6723349410145,51635,58.07845191700514,50,54.45642633263676,59.696127361093424,27.07101984240825
2022-10-05T10:30:00+05:30,1350.96,1359.12,1340.64,1344.8,NaN,1286.7183122355507,1344.336002706821,1330.440999999994,1377.2179271762989,1283.664072823689,1339.0103591996105,1353.1198919227472,53960,54.231646675923436,50,54.62008060154186,56.96388701850843,26.457375567950503
2022-10-05T14:30:00+05:30,1344.8,1348.48,1330.19,1332.87,NaN,1291.7116135014176,1342.0428021654568,1330.651999999994,1377.432779216012,1283.8712207839758,1338.2428142996591,1349.2235804431969,51197,47.392429510019625,50,54.15927970953994,52.17815826426403,25.87399159881118
2022-10-05T18:30:00+05:30,1332.87,1357.61,1316.41,1351.47,NaN,1296.4053166913325,1343.9282417323654,1330.774499999994,1377.7594169314368,1283.7895830685513,1339.8962125122018,1347.0629834811748,86477,56.92129623236962,50,54.59049011657525,54.54972724831683,26.96870648461037
