time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-13T02:30:00+05:30,0.99753,0.99902,0.99645,0.9968,NaN,1.0005530117371082,0.9969334213410469,0.9971709999999989,1.0018457359284534,0.9924962640715443,0.9964761997451805,0.9974233333333332,6251,52.06393320766501,50,59.277659741642694,53.289309878616265,0.0037527691551943318
2022-10-13T06:30:00+05:30,0.9968,0.99832,0.99659,0.99764,NaN,1.000374351502366,0.9970747370728376,0.997315999999999,1.001858146629076,0.992773853370922,0.996621674777033,0.9974779239435996,8808,54.818708683163315,50,58.36153740468826,54.05400928088979,0.0036082856441090228
2022-10-13T10:30:00+05:30,0.99764,1.00045,0.99732,0.99864,NaN,0.99162,0.99738778965827,0.9975409999999988,1.0018724888896582,0.9932095111103394,0.9968739654299039,0.9980933649912852,13054,58.04760297781441,50,57.82056332670363,56.0508061293521,0.0035741223838155266
2022-10-13T14:30:00+05:30,0.99864,1.0071,0.99601,1.00452,NaN,0.9917965999999999,0.998814231726616,0.9980579999999989,1.003075435998692,0.9930405640013057,0.997829719751166,1.0003487931094972,28893,71.51410721882891,50,58.58434144009677,63.782456674090504,0.0041109707849715715
2022-10-13T18:30:00+05:30,1.00452,1.00738,0.99697,0.99997,NaN,0.9924087359999999,0.9990453853812928,0.9981859999999989,1.0032610661080292,0.9931109338919686,0.9980972547822702,1.000867465140038,51643,55.89495953608267,50,57.93382989418514,59.83870810508659,0.004560901443187881
2022-10-13T22:30:00+05:30,0.99997,1.00136,0.99713,1.00122,NaN,0.9933070118399999,0.9994803083050343,0.9983490000000002,1.0035912167057799,0.9931067832942204,0.9984875979344864,1.0007438233893917,15983,58.683880902094444,50,57.610544649115965,59.26129450359052,0.004537265625817323
2022-10-14T02:30:00+05:30,1.00122,1.00198,0.99897,1.00148,NaN,0.9941513911295999,0.9998802466440274,0.9984005000000001,1.0037435346238293,0.993057465376171,0.9988616481926755,1.00081,9595,59.286307849839865,50,57.43335463876283,59.273801176715196,0.0044281752239732335
2022-10-14T06:30:00+05:30,1.00148,1.00148,0.99812,0.99924,NaN,0.994945107661824,0.9997521973152219,0.9983720000000001,1.0036906825428176,0.9930533174571827,0.998908942168591,1.0000510269507872,16638,51.94526100501304,50,56.68157075606912,55.60953109086412,0.004351876993689425
2022-10-14T10:30:00+05:30,0.99924,1.00093,0.9965,1.00083,NaN,0.9956912012021145,0.9999677578521775,0.9984805,1.0039057243264475,0.9930552756735525,0.9991490743975172,0.9997668493064578,21493,56.2693185413496,50,56.46336572007274,55.93942481610686,0.004357457208425898
2022-10-14T14:30:00+05:30,1.00083,1.00474,0.99946,0.9997,NaN,0.9963925291299877,0.999914206281742,0.9983705,1.0035996011647983,0.9931413988352018,0.9992179400978276,1.0003544041819052,29655,52.49282270905491,50,56.00450130717671,54.216123762580885,0.0044233531221097595
2022-10-14T18:30:00+05:30,0.9997,1.00598,0.99838,1.00567,NaN,0.9965,1.0010653650253936,0.9986559999999999,1.004752613486346,0.9925593865136536,1.000024447585599,1.0014028978491467,41812,66.03965730800164,50,56.86307175824551,60.12789053529126,0.004650256470530495
2022-10-14T22:30:00+05:30,1.00567,1.00666,1.00454,1.00564,NaN,0.9971528000000001,1.001980292020315,0.9990769999999998,1.005844759156684,0.9923092408433155,1.0007263916373992,1.0018958379877234,15805,65.93336953235959,50,57.76708896834856,63.030630033825425,0.004469523865492611
2022-10-17T02:30:00+05:30,1.00564,1.00572,1.00274,1.00338,NaN,0.997766432,1.0022602336162518,0.99964,1.0058494991747913,0.9934305008252088,1.0010580926827242,1.0039466666666665,11145,58.01944692555491,50,57.96104569425979,60.52503847969017,0.004363129303671709
2022-10-17T06:30:00+05:30,1.00338,1.00458,1.00324,1.00387,NaN,0.99834324608,1.0025821868930014,0.9999829999999997,1.0063298483520215,0.9936361516479779,1.0014095810973838,1.0039201426745867,12592,59.21355208679401,50,58.25499667836776,59.86929528324209,0.004147191496266595
2022-10-17T10:30:00+05:30,1.00387,1.00391,0.99926,1.00264,-1,0.9988854513152,1.002593749514401,1.0002454999999997,1.0065759074911904,0.9939150925088088,1.0015633834602107,1.0029083263509098,24718,54.810819867932025,50,58.06934285377029,57.34005757558705,0.004183106389390413
2022-10-17T14:30:00+05:30,1.00264,1.00284,0.9976,0.99842,NaN,1.00738,1.0017589996115208,1.0003404999999996,1.0064991182707355,0.9941818817292637,1.0011704605276843,1.0018381119432767,23379,42.5885061592243,50,56.77008000760813,49.964281867405674,0.004258598790148235
2022-10-17T18:30:00+05:30,0.99842,0.99852,0.99436,0.99606,NaN,1.0071843999999999,1.0006191996892166,1.0003574999999996,1.006466686116466,0.9942483138835332,1.0005316529617239,1.0005441889207523,21969,37.348705592412635,50,55.048728934374786,43.65649372990916,0.004251556019423357
